epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
270,0.9055,0.3018,0.2521,0.9002,0.3131,0.3042,0.0002976,82557,0.9002,0.3065,0.3069
271,0.9031,0.2466,0.2506,0.8991,0.3128,0.3038,0.0002976,82851,,,
272,0.9049,0.2058,0.2601,0.8988,0.3128,0.3043,0.0002976,83145,,,
273,0.9068,0.1767,0.2058,0.8990,0.3130,0.3040,0.0002976,83438,,,
274,0.9091,0.1322,0.1455,0.8993,0.3128,0.3033,0.0002976,83740,,,
275,0.9086,0.2075,0.2316,0.8991,0.3136,0.3037,0.0002976,84036,,,
276,0.9102,0.2267,0.2266,0.8982,0.3133,0.3030,0.0002198,84332,,,
277,0.9129,0.1055,0.1357,0.8997,0.3142,0.3037,0.0002198,84628,,,
278,0.9103,0.1313,0.1500,0.8992,0.3131,0.3026,0.0002198,84924,,,
279,0.9123,0.2103,0.2477,0.8986,0.3142,0.3030,0.0002198,85220,,,
280,0.9124,0.2063,0.2609,0.8990,0.3136,0.3027,0.0002198,85595,0.9012,0.3067,0.3042
281,0.9098,0.1678,0.1918,0.9000,0.3134,0.3022,0.0002198,85891,,,
282,0.9096,0.2278,0.2572,0.9010,0.3138,0.3020,0.0002198,86187,,,
283,0.9135,0.4195,0.3961,0.9005,0.3123,0.3014,0.0002198,86484,,,
284,0.9134,0.2161,0.2203,0.9006,0.3118,0.3009,0.0002198,86783,,,
285,0.9113,0.4026,0.3575,0.9019,0.3111,0.3007,0.0002198,87079,,,
286,0.9132,0.1522,0.1843,0.9016,0.3115,0.3010,0.0002198,87375,,,
287,0.9107,0.1737,0.1990,0.9020,0.3115,0.3008,0.0002198,87671,,,
288,0.9126,0.1751,0.2054,0.9024,0.3107,0.3002,0.0002198,87968,,,
289,0.9119,0.3499,0.3210,0.9030,0.3103,0.3002,0.0002198,88264,,,
290,0.9147,0.1847,0.2207,0.9015,0.3111,0.3007,0.0002198,88640,0.9015,0.3042,0.3034
291,0.9132,0.2463,0.2491,0.9022,0.3109,0.3009,0.0001623,88936,,,
292,0.9154,0.2553,0.2434,0.9013,0.3105,0.3006,0.0001623,89232,,,
293,0.9196,0.2757,0.2841,0.9010,0.3115,0.3012,0.0001623,89529,,,
294,0.9147,0.1109,0.1304,0.9014,0.3121,0.3015,0.0001623,89825,,,
295,0.9145,0.3709,0.3097,0.9017,0.3117,0.3007,0.0001623,90122,,,
296,0.9153,0.2307,0.2435,0.9008,0.3118,0.3006,0.0001623,90418,,,
297,0.9167,0.1095,0.1705,0.9012,0.3106,0.2999,0.0001623,90715,,,
298,0.9186,0.1641,0.2054,0.9012,0.3114,0.2999,0.0001623,91012,,,
299,0.9153,0.2909,0.2804,0.9016,0.3108,0.2994,0.0001623,91309,,,
300,0.9186,0.2626,0.2547,0.9018,0.3105,0.2985,0.0001623,91684,0.9023,0.3029,0.3008
